"route","character","routeId","count","likeScore","id","season","enemy_character_count"
"3, 1, 8",2,359986,2,0,4450,3,"{0,4,1,2,1,1,1,1,0,1,1,3,0,0,1,0,2,0,1,1,0,0,1,2,0,1,2,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 13, 4, 11",7,404300,2,0,4442,3,"{0,2,1,0,0,0,0,0,0,1,2,3,3,0,0,3,0,2,0,2,0,3,4,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 5, 7, 9",3,334350,3,8,4449,0,"{0,1,0,3,1,0,1,5,0,1,4,3,1,0,2,0,1,0,5,0,0,5,2,5,0,0,1,2,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 3, 12",7,409086,24,5,4454,0,"{0,29,13,11,4,1,6,18,4,5,11,31,5,7,10,2,3,4,18,5,11,18,22,14,2,6,2,8,11,5,8,17,3,8,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 5, 7, 12",12,401717,3,0,4440,3,"{0,0,1,4,3,0,0,1,0,2,3,5,1,3,0,0,0,2,2,1,0,3,4,1,0,1,0,1,4,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 8, 7, 5, 14",11,378197,5,10,4445,3,"{0,7,5,5,2,2,0,5,0,1,3,8,1,0,5,4,1,0,1,4,2,8,7,2,1,1,0,1,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 13, 14",11,407021,6,22,4443,3,"{0,10,2,7,3,1,1,7,0,4,1,5,0,0,0,3,2,1,6,0,1,7,9,5,2,2,4,1,3,3,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 1, 4, 15",1,420171,2,0,4448,0,"{0,1,1,0,3,0,1,2,0,0,4,2,0,0,3,2,0,1,2,0,2,1,2,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 10, 5, 2",1,368603,1,0,5330,0,"{0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 15, 6, 3, 13",29,414787,4,352,4446,3,"{0,3,3,0,5,2,1,1,2,1,4,3,0,3,4,2,2,1,0,3,2,2,7,2,0,1,0,0,5,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 6, 15, 10",14,370335,2,18,4452,0,"{0,2,1,0,1,0,0,1,1,2,1,4,1,0,1,0,2,1,1,1,0,3,1,2,0,1,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 7, 10, 15, 5",22,429166,5,8,4447,0,"{0,5,3,1,1,2,2,4,1,2,4,8,0,2,4,2,2,2,7,1,0,3,5,2,1,2,1,3,2,0,0,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 6, 3, 10",3,366298,46,3,4466,0,"{0,52,29,13,14,8,17,42,8,16,23,64,17,9,24,17,18,11,32,14,8,33,45,25,8,20,8,14,22,11,13,40,8,35,13,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 1, 13, 14",21,233822,1,0,4457,3,"{0,0,1,0,0,0,0,0,1,1,0,2,1,1,2,0,0,0,1,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 3, 4",12,381729,1,0,4459,3,"{0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 12, 6, 15, 10, 5",20,308861,1,240,4460,3,"{0,3,1,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 1, 14, 11, 7, 5",10,412333,1,0,4461,0,"{0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,0,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 11, 8, 13, 4",7,409166,1,0,4467,3,"{0,1,2,0,1,0,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 11, 14, 9",3,386210,1,0,4469,3,"{0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,2,1,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 13, 3, 12, 15",28,401442,2,0,4455,3,"{0,4,1,0,2,0,0,2,2,1,1,4,0,0,0,0,0,2,1,1,0,2,2,3,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 6, 5",23,394175,2,0,4464,3,"{0,1,0,3,0,0,0,1,0,1,4,2,1,1,0,0,0,0,1,4,2,2,1,1,2,1,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 8, 2, 7",6,393065,4,2,4453,3,"{0,2,6,0,5,2,1,3,1,3,3,5,3,1,1,2,1,2,6,2,2,5,6,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 4, 9, 7",22,210704,24,287,4468,0,"{0,24,9,17,6,5,5,19,5,5,14,30,14,3,8,7,8,5,20,10,8,20,26,13,6,9,7,6,9,10,7,15,3,16,1,13,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 1",22,403338,3,4,4465,3,"{0,3,3,3,1,0,0,5,1,4,1,3,1,0,1,1,0,0,3,2,1,1,6,3,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 6, 10, 15",20,356901,3,0,4463,0,"{0,4,2,0,2,1,3,2,0,2,4,2,3,0,2,1,2,3,0,1,0,1,2,2,0,0,2,0,2,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 2, 8",31,401587,2,0,4458,0,"{0,0,2,1,0,1,0,1,0,0,2,5,0,0,0,0,2,2,4,0,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 5, 7, 2",26,308661,160,76,4462,0,"{0,131,64,65,24,19,50,63,30,37,49,118,52,30,73,57,40,41,52,47,45,55,116,85,48,45,18,55,51,31,37,76,38,94,41,49,56,48,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 10, 15, 6, 3",16,409184,1,0,4472,3,"{0,0,0,2,1,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 14, 11, 13, 4, 3",3,76813,1,2,4474,0,"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 4, 3",22,400282,12,9,5338,0,"{0,19,7,11,3,4,1,13,1,3,3,13,3,0,11,4,3,4,9,3,4,7,13,7,2,3,3,3,2,1,5,13,2,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 2, 8",31,401587,1,0,5344,3,"{0,1,2,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 13, 2",15,379479,2,0,5341,3,"{0,3,2,2,0,0,0,4,0,0,1,2,0,0,0,0,0,1,3,0,0,4,3,2,0,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 4, 14, 11, 1",23,413670,4,5,4470,3,"{0,7,2,1,6,2,0,3,1,4,3,1,1,0,1,1,2,1,9,0,3,3,2,1,2,1,1,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 9, 3, 4, 8, 1, 14, 11, 13",19,179918,1,0,5517,3,"{0,1,0,0,1,0,0,2,0,0,1,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 12, 15, 5",13,98672,2,0,5510,3,"{0,1,1,4,0,1,0,1,0,1,1,5,0,1,2,0,0,0,2,0,0,0,9,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 5, 12, 4, 1",15,296956,17,2,4121,3,"{0,8,10,13,10,3,7,10,1,7,16,20,5,2,10,4,9,4,13,6,9,11,24,13,2,5,3,7,14,7,3,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 11, 8, 4, 9",12,371287,1,11,5636,0,"{0,0,0,0,1,1,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 12, 2",21,291580,90,26,5524,0,"{0,80,40,42,11,2,16,43,17,12,34,83,24,15,31,13,11,20,37,18,9,65,45,40,16,22,6,13,23,11,20,50,13,29,18,21,29,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 5, 7, 15, 12",11,105653,3,0,5523,3,"{0,0,1,6,3,0,1,1,1,1,2,6,2,2,4,0,0,0,0,1,2,3,4,2,2,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 7, 11, 2",18,357150,2,0,5342,3,"{0,1,0,4,3,0,0,0,0,2,5,4,0,2,3,0,1,0,2,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 5, 10",7,193579,12,106,9688,5,"{0,14,18,9,8,2,0,12,3,3,7,22,6,3,4,7,2,3,6,6,8,9,15,10,1,5,0,4,4,0,1,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 2, 11",13,171323,3,0,5516,0,"{0,2,2,4,1,0,0,1,0,0,5,3,2,0,0,5,0,1,1,0,1,3,1,0,1,2,1,1,2,1,1,3,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 4, 7, 13, 2",24,413842,1,0,4473,0,"{0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 3, 1",3,403113,1,0,4475,3,"{0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,4,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 3, 4",1,424066,1,0,7222,0,"{0,1,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 12, 3, 6",7,299200,1,0,4480,3,"{0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,1,0,2,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 15, 7, 3",22,390313,1,0,4481,0,"{0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 13, 7, 9, 4, 12",3,415143,1,5,4482,0,"{0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 8, 2",4,395964,1,5,4483,3,"{0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 15, 5, 8",22,256824,1,0,5345,3,"{0,2,0,0,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 5, 10",7,191444,17,336,4479,0,"{0,18,11,4,10,5,3,11,0,6,8,16,5,1,6,5,5,3,8,5,4,13,22,11,4,5,3,9,5,2,8,17,4,12,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 8, 3",2,227671,4,8,4471,0,"{0,4,3,2,0,1,0,0,0,1,1,1,0,0,1,0,1,1,2,0,1,2,0,2,0,0,1,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 12",10,313361,16,0,4478,0,"{0,14,8,8,0,5,4,10,2,3,6,10,8,3,6,6,2,5,13,2,4,7,21,1,6,1,3,6,6,3,2,9,0,10,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 1, 4, 15, 12",21,367822,3,0,4485,3,"{0,2,1,1,3,1,0,2,1,4,3,5,4,0,1,5,2,0,4,0,0,1,1,3,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 10, 6, 3, 4",21,313061,2,231,4476,3,"{0,2,1,0,5,0,0,2,0,1,0,2,0,0,2,2,0,0,1,0,0,0,4,1,0,1,1,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 7, 8, 4",1,283576,288,0,3336,0,"{0,292,164,110,42,29,86,130,39,44,106,298,97,31,172,81,47,59,128,44,83,185,216,160,62,63,28,62,48,65,51,192,37,121,38,100,98,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 8",7,426891,212,53,4484,0,"{0,224,143,139,72,30,67,149,31,44,105,238,71,41,83,68,60,45,117,61,47,160,197,139,42,71,28,65,99,39,61,160,43,89,56,99,63,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 2, 7, 11",4,187190,1,47,4489,3,"{0,0,0,3,1,0,1,0,1,0,1,4,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 2, 7, 9, 4",16,407457,2,2,4488,3,"{0,2,2,0,1,0,1,0,0,0,0,4,2,0,0,1,0,1,1,1,1,6,1,2,1,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 9, 8, 7, 10",1,382891,1,0,4492,3,"{0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
